name,id,Tc,Cuprate,Fe-based
Dy1Ba2Cu4O8,4565.75,75.35,1,0
Dy1Co4B4,4998.0,0.0,0,0
Dy1Fe1As1O0.7,1654.0,51.2,0,1
Dy1Fe4P12,1075.0,0.0,0,1
Dy1Ga6,8720.0,5.9,0,0
Dy1Ni0.74Bi1.78,4787.0,4.2,0,0
Dy1Ni1.985Co0.03B2C1,5603.0,2.1,0,0
Dy1Ni1.995Co0.01B2C1,55.0,4.1,0,0
Dy1Ni2B2C1,4900.0,5.326666666666667,0,0
Dy1Os1B2,2060.0,0.0,0,0
Dy1Os4P12,9497.0,0.0,0,0
Dy1Pd2P2,5945.0,0.0,0,0
Dy1Rh1Si1,3139.0,0.0,0,0
Dy1Rh2.8Ir1.2B4,3443.0,2.82,0,0
Dy1Rh3.6Ir0.4B4,3242.0,0.0,0,0
Dy1Rh4B4,2644.0,0.0,0,0
Dy1Ru1B2,5477.5,0.0,0,0
Dy1Ru3.5Si2,3074.0,0.0,0,0
Dy2Fe3Si5,3717.0,0.0,0,1
Dy2Ir3Si5,1281.0,0.0,0,0
Dy4Os4Si13,4645.0,0.0,0,0
Dy5Ir4Si10,761.0,0.0,0,0
Dy5Os4Ge10,1974.0,0.0,0,0
Ei1Ba2Cu4O8,6635.0,80.1,1,0
Er0.03La0.97,4560.0,4.49,0,0
Er0.085Ho0.915Rh4B4,8416.0,0.0,0,0
Er0.11Ho0.89Rh4B4,7418.0,5.98,0,0
Er0.25Ho0.75Rh4B4,8488.0,6.44,0,0
Er0.2Pr0.8Ba2Cu3O7,9665.0,0.0,1,0
Er0.2Y0.8Pd2Sn1,2495.0,4.38,0,0
Er0.45Ca0.4Hf0.15Ba2Cu3O7.1,7916.0,66.0,1,0
Er0.5Pr0.5Ba2Cu3O7,3279.0,28.6,1,0
Er0.6Pr0.4Ba2Cu3O7,6491.0,45.8,1,0
Er0.75Ca0.1Hf0.15Ba2Cu3O6.796,8835.0,73.6,1,0
Er0.75Ca0.25Ba2Cu3O6.88,9441.0,67.5,1,0
Er0.75Tb0.25Ni2B2C1,7175.0,4.0,0,0
Er0.76Ca0.24Ba1.4Sr0.6Cu2.76Co0.24O6.84,8461.0,64.0,1,0
Er0.76Ca0.24Ba1.8Sr0.2Cu2.76Co0.24O6.91,8309.0,81.0,1,0
Er0.82Ca0.18Ba2Cu2.82Co0.18O6.71,4056.0,84.5,1,0
Er0.85Ca0.15Ba2Cu3O6.93,1110.0,79.5,1,0
Er0.85Hf0.15Ba2Cu3O6.813,9282.0,79.9,1,0
Er0.88Ca0.12Ba2Cu2.28Co0.18O6.93,5960.0,77.5,1,0
Er0.8Gd0.2Rh4B4,5268.0,4.41,0,0
Er0.8Lu0.2Ni2B2C1,8984.0,10.8,0,0
Er0.8Pr0.2Ba2Cu3O7,3335.0,76.4,1,0
Er0.8Tb0.35Ni2B2C1,3220.0,0.0,0,0
Er0.8Tb0.5Ni2B2C1,6623.0,0.0,0,0
Er0.94Ca0.06Ba2Cu2.82Co0.18O6.76,1515.0,64.0,1,0
Er0.95Y0.05Pd2Sn1,907.0,1.26,0,0
Er0.97Pr0.03Ba2Cu3O7,1239.0,93.9,1,0
Er0.97Tm0.15Rh4B4,6237.0,8.86,0,0
Er0.98Gd0.02Rh4B4,1183.0,8.22,0,0
Er0.99Ca0.01Ba2Cu4O8,6819.0,79.3,1,0
Er0.9Gd0.1Rh4B4,2145.0,6.88,0,0
Er0.9Tb0.1Ni2B2C1,6911.0,7.84,0,0
Er1.2Mo6S8,8561.0,0.0,0,0
Er1Ba2Cu2.52Zn0.3Fe0.18O6.91,7977.0,0.0,1,0
Er1Ba2Cu2.61Zn0.36Fe0.03O6.85,1176.0,0.0,1,0
Er1Ba2Cu2.61Zn0.3Fe0.09O6.9,6753.0,0.0,1,0
Er1Ba2Cu2.67Zn0.3Fe0.03O6.88,8683.0,0.0,1,0
Er1Ba2Cu2.73Zn0.18Fe0.09O6.94,6169.0,37.0,1,0
Er1Ba2Cu2.7Zn0.12Fe0.18O6.95,5077.0,23.0,1,0
Er1Ba2Cu2.82Fe0.18O6.97,9201.0,72.0,1,0
Er1Ba2Cu2.85Zn0.06Fe0.09O6.96,4339.0,46.0,1,0
Er1Ba2Cu2.85Zn0.12Fe0.03O6.94,5073.0,50.0,1,0
Er1Ba2Cu2.88Co0.12O6.78,9956.0,46.0,1,0
Er1Ba2Cu2.88Zn0.12O6.92,3891.0,52.0,1,0
Er1Ba2Cu2.94Co0.06O6.8,3160.0,73.0,1,0
Er1Ba2Cu2.94Zn0.03Fe0.03O6.94,5934.0,76.0,1,0
Er1Ba2Cu2.94Zn0.06O6.92,5773.0,69.0,1,0
Er1Ba2Cu3O6.23,7536.0,0.0,1,0
Er1Ba2Cu3O6.25,9114.0,0.0,1,0
Er1Ba2Cu3O6.6,4463.0,75.0,1,0
Er1Ba2Cu3O6.87,592.0,0.0,1,0
Er1Ba2Cu3O6.91,208.0,92.0,1,0
Er1Ba2Cu3O6.92,8729.0,90.0,1,0
Er1Ba2Cu4O8,4250.333333333333,78.76666666666667,1,0
Er1Fe4P12,5629.5,0.0,0,1
Er1Ir2Rh2B4,4156.0,7.37,0,0
Er1Ir3.6Rh0.4B4,2864.0,1.83,0,0
Er1Ni0.199Co0.02B2C1,9773.0,9.2,0,0
Er1Ni1.92Fe0.08B2C1,6546.0,4.63,0,0
Er1Ni1.9625Co0.075B2C1,9606.0,5.1,0,0
Er1Ni1.98Fe0.02B2C1,3922.0,8.8,0,0
Er1Ni1.9Fe0.1B2C1,5587.0,4.31,0,0
Er1Ni2B2C1,5461.4,10.440000000000001,0,0
Er1Os1B2,7470.0,0.0,0,0
Er1Pb2,4296.0,7.4,0,0
Er1Rh3B2,8587.0,0.0,0,0
Er1Rh4B4,5455.75,8.48,0,0
Er1Ru3.5Si2,5307.0,0.0,0,0
Er1Ru3B2,5644.0,0.0,0,0
Er1Th3.4Ru0.6B4,7507.0,7.9,0,0
Er2Cu1O4,9306.0,0.0,1,0
Er2Fe3Si5,1064.5,0.465,0,1
Er3Ru4Ge13,5675.0,0.0,0,0
Eu0.0028La0.9972,4658.0,5.51,0,0
Eu0.011La0.989,8276.0,2.16,0,0
Eu0.012La0.988,9112.0,2.15,0,0
Eu0.01La0.99,4905.0,3.79,0,0
Eu0.13M1Hf1N1Cl1,1894.0,25.8,0,0
Eu0.16M1Zr1N1Cl1,2421.0,12.7,0,0
Eu0.1Pr0.9Ba2Cu3O7,674.0,0.0,1,0
Eu0.3Pr0.7Ba2Cu4O8,9167.0,0.0,1,0
Eu0.4Pr0.6Ba2Cu3O7,7579.0,0.0,1,0
Eu0.5Sr0.5Ba1.6Pr0.1Cu3O7.07,9853.0,42.0,1,0
Eu0.64K0.36Fe2As2,9470.0,27.6,0,1
Eu0.6Pr0.4Ba1.6Sr0.4Cu3O7,2865.0,29.0,1,0
Eu0.6Pr0.4Ba2Cu4O8,2887.0,40.0,1,0
Eu0.73La0.27Fe2As2,6426.0,0.0,0,1
Eu0.784K0.216Fe2As2,3671.0,0.0,0,1
Eu0.7Na0.3Fe2As1.4P0.6,7920.0,25.2,0,1
Eu0.7Sr0.3Fe1.715Co0.285As2,9722.0,10.2,0,1
Eu0.887K0.113Fe2As2,357.0,0.0,0,1
Eu0.92La0.08Fe2As2,6892.0,0.0,0,1
Eu0.95La0.9Ce0.15Cu1O4,7010.0,17.5,1,0
Eu1.007La0.793Sr0.2Cu1O4,1884.0,29.2,1,0
Eu1.25La0.6Ce0.15Cu1O4,8269.0,15.0,1,0
Eu1.2Ce0.8Sr2Ru1Cu2O10,7952.0,30.0,1,0
Eu1.3Ba1.7Cu3O7.15,2818.0,39.5,1,0
Eu1.4Ce0.6Ru1Sr2Cu2O10,9935.0,40.0,1,0
Eu1.5Ce0.5Ru1Sr2Cu2O10,6475.0,38.0,1,0
Eu1.5Ce0.5Sr2Cu1Ti1O10,3223.0,22.0,1,0
Eu1.5Ce0.5Sr2Cu2Nb1O10,4163.0,23.0,1,0
Eu1.5Ce0.5Sr2Cu2Nb1O9.955,7942.0,21.0,1,0
Eu1.6Pr0.4Ba4Cu7O14.761,5630.0,63.0,1,0
Eu1.6Sr1.8Ce0.6Cu3O8.6,9904.0,30.0,1,0
Eu1.80375Gd0.04625Ce0.15Cu1O4,132.0,5.7,1,0
Eu1.80375Y0.04625Ce0.15Cu1O4,2822.0,0.0,1,0
Eu1.84075Y0.00925Ce0.15Cu1O4,9885.0,5.2,1,0
Eu1.85Ce0.15Cu1O4,9137.0,8.0,1,0
Eu1Ba1.8Pr0.2Cu3O6.69,1370.0,46.0,1,0
Eu1Ba1Cu1B1O5,5082.0,0.0,1,0
Eu1Ba1Sr0.6Ca0.4Cu3O6.95,805.0,0.0,1,0
Eu1Ba1Sr0.7Ca0.3Cu3O6.95,811.0,75.0,1,0
Eu1Ba1Sr0.9Ca0.1Cu3O6.95,9649.0,81.0,1,0
Eu1Ba1Sr1Cu3O6.94,222.0,80.0,1,0
Eu1Ba1Sr1Cu3O6.95,7369.0,84.0,1,0
Eu1Ba2Cu2.8Co0.2O6.98,460.0,55.3,1,0
Eu1Ba2Cu2.8Ga0.2O6.63,4267.0,14.0,1,0
Eu1Ba2Cu2.925Zn0.075O6.92,1426.0,0.0,1,0
Eu1Ba2Cu2Co0.9O7.29,4798.0,0.0,1,0
Eu1Ba2Cu2Co1O7.31,226.0,0.0,1,0
Eu1Ba2Cu3O6.76,84.0,77.0,1,0
Eu1Ba2Cu3O6.82,504.0,94.0,1,0
Eu1Ba2Cu3O6.9,9840.0,88.0,1,0
Eu1Ba2Cu3O7,5322.0,95.1,1,0
Eu1Ba2Cu3O7.1,3775.0,94.9,1,0
Eu1Ba2Cu3S1O6,5282.0,85.0,1,0
Eu1Ba2Cu4O8,6847.333333333333,70.5,1,0
Eu1Bi1S2F1,72.0,8.2,0,0
Eu1Fe0.5As2P1.5,4797.0,0.0,0,1
Eu1Fe1.2As2P0.8,4948.0,21.5,0,1
Eu1Fe1.5Ru0.5As2,6301.0,21.5,0,1
Eu1Fe1.6As2P0.4,4521.0,23.5,0,1
Eu1Fe1.715Co0.285As2,4876.0,21.0,0,1
Eu1Fe1.72Ir0.28As2,3429.0,21.5,0,1
Eu1Fe1.78Co0.22As2,4839.0,21.0,0,1
Eu1Fe1.78Ir0.22As2,221.0,21.0,0,1
Eu1Fe1.8As2P0.2,6006.0,0.0,0,1
Eu1Fe1.8Ni0.2As2,3339.0,0.0,0,1
Eu1Fe1As1.64P0.36,4682.0,28.0,0,1
Eu1Fe2As1.28P0.72,381.0,0.0,0,1
Eu1Fe2As1.48P0.52,6325.0,0.0,0,1
Eu1Fe2As1.4P0.6,1325.0,26.0,0,1
Eu1Fe2As1.74P0.26,7002.0,0.0,0,1
Eu1Fe2As1.7P0.3,9928.0,25.0,0,1
Eu1Fe2As2,4182.333333333333,0.0,0,1
Eu1Ga1Si1,3159.0,0.0,0,0
Eu1Ga1Sn1,4700.0,0.0,0,0
Eu1Nd2S5,29.0,3.0,0,0
Eu1Os4P12,7594.0,0.0,0,0
Eu1Pd2P2,7626.0,0.0,0,0
Eu1Pt1Si3,1266.0,3.7,0,0
Eu1Ru4B4,9056.0,0.0,0,0
Eu1Th3.4Ru0.6B4,7578.0,1.5,0,0
Eu2.17Ce0.5Sr1.33Cu2.25Al0.75O9.04,9363.0,0.0,1,0
Eu2.17Ce0.5Sr1.33Cu2.25Co0.75O9.09,7458.0,0.0,1,0
Eu2.17Ce0.5Sr1.33Cu2.5Fe0.5O9.23,4651.0,25.7,1,1
Eu2.17Ce0.5Sr1.33Cu2.75Fe0.25O9.11,4295.0,0.0,1,1
Eu2.17Ce0.5Sr1.33Cu2Co1O9.2,4320.0,0.0,1,0
Eu2Ba1.7K0.1Cu2Ti2O10.74,1494.0,0.0,1,0
Eu2Ba2Cu2.15Ti1.85O10.85,8291.0,0.0,1,0
Eu3Bi2S4F4,6123.0,1.45,0,0
Fe0.011Mo99.989,2506.0,0.51,0,0
Fe0.018Ru0.982,1712.0,0.165,0,0
Fe0.02Re0.98,7932.0,1.6,0,0
Fe0.03Te0.9Se0.1,5714.0,11.9,0,1
Fe0.04Nb0.1Ti0.86,2704.0,7.4,0,0
Fe0.05Ni0.05Zr0.9,3627.0,3.9,0,0
Fe0.05Rh0.04Ti0.91,8790.0,3.9,0,0
Fe0.1Ni0.9Zr2,4079.0,2.65,0,0
Fe0.1Zr0.9,8452.0,1.0,0,0
Fe0.25Ni0.75U6,4846.0,3.0,0,0
Fe0.2Ni0.8Zr2,6001.0,2.13,0,0
Fe0.4Ni0.6Zr2,509.0,1.78,0,0
Fe0.54Co0.36Al0.1,4721.0,0.0,0,0
Fe0.5Ba1Sr1Sm1Cu2.5O7.492,4908.0,0.0,1,1
Fe0.5Ba2Er1Cu2.5O7.46,743.0,72.0,1,0
Fe0.5Ba2Eu1Cu2.5O7.51,5370.0,60.0,1,0
Fe0.5Ba2Gd1Cu2.5O7.45,3873.0,72.0,1,0
Fe0.5Ba2Yb1Cu2.5O7.45,2401.0,72.0,1,0
Fe0.6Ni0.4Zr2,5339.0,0.2,0,0
Fe0.72Co0.18Al0.1,4337.0,0.0,0,0
Fe0.75Ni0.25U6,1353.0,1.4,0,0
Fe0.81Co0.09Al0.1,3763.0,0.0,0,0
Fe0.95Se0.25Te0.75,7425.0,8.5,0,1
Fe0.95Zn0.05Se0.3Te0.7,5586.0,13.5,0,1
Fe0.96Ni0.04Se0.82,334.0,0.0,0,1
Fe0.97Cu0.03Se0.88,3023.0,0.0,0,1
Fe0.97Ni0.03Se0.3Te0.7,3736.0,0.0,0,1
Fe0.97Zn0.03Se0.3Te0.7,8905.0,11.8,0,1
Fe0.98Se0.15Te0.9,4922.0,8.8,0,1
Fe0.99Cu0.01Se0.88,2812.0,5.64,0,1
Fe0.99Zn0.01Se0.3Te0.7,2064.0,13.0,0,1
Fe0.9Se0.25Te0.75,4607.0,9.7,0,1
Fe1,2431.0,2.0,0,0
Fe1.02Se1,1025.0,6.0,0,1
Fe1.02Te0.5S0.5,3494.0,0.0,0,1
Fe1.02Te0.5Se0.2S0.3,7700.0,10.16,0,1
Fe1.02Te0.8Se0.2,8686.0,13.6,0,1
Fe1.03Se0.5Te0.5,7402.0,14.3,0,1
Fe1.03Se1,338.0,0.0,0,1
Fe1.03Te0.72Se0.28,5265.0,13.9,0,1
Fe1.04Te1,7623.0,0.0,0,1
Fe1.05Te1,5164.5,0.0,0,1
Fe1.07Se0.25Te0.75,8102.0,0.0,0,1
Fe1.087Te1,2779.0,0.0,0,1
Fe1.14Te0.91S0.09,3997.0,8.5,0,1
Fe1.18Te1,7382.0,0.0,0,1
Fe1As1Sr2Cr1O3,5163.0,0.0,0,1
Fe1Hf2,4348.0,0.0,0,0
Fe1P1Sr2Sc1O3,6376.0,15.0,0,1
Fe1Sb2,9599.0,0.0,0,1
Fe1Se0.13Te0.87,1754.0,6.0,0,1
Fe1Se0.25Te0.75,4636.0,12.0,0,1
Fe1Se0.2Te0.8,4365.5,12.9,0,1
Fe1Se0.39Te0.61,9004.0,14.0,0,1
Fe1Se0.41Te0.41,1346.0,13.2,0,1
Fe1Se0.42Te0.58,6393.0,14.8,0,1
Fe1Se0.4Te0.6,1564.0,14.4,0,1
Fe1Se0.574Te0.246,3752.0,10.01,0,1
Fe1Se0.5Te0.5,5565.333333333333,13.566666666666668,0,1
Fe1Se0.75Te0.25,1407.0,13.3,0,1
Fe1Se0.8,3677.0,7.0,0,1
Fe1Se0.82,9293.0,7.83,0,1
Fe1Se0.874Sb0.046,1613.0,9.2,0,1
Fe1Se0.8Br0.2,1406.0,5.0,0,1
Fe1Se0.8S0.2,494.0,10.8,0,1
Fe1Se0.93,3389.0,7.0,0,1
Fe1Se0.98,3469.0,8.21,0,1
Fe1Se0.9S0.1,1078.0,10.6,0,1
Fe1Si1,304.0,0.0,0,1
Fe1Sn2,9398.0,0.0,0,1
Fe1Sr2Eu1Cu2O7.51,6159.0,22.0,1,1
Fe1Sr2Gd1Cu2O7.58,1821.0,36.5,1,1
Fe1Sr2Nd1Cu2O7.54,3187.0,4.2,1,1
Fe1Sr2Y1Cu2O7.36,1828.0,0.0,1,1
Fe1Sr2Y1Cu2O7.6,3658.0,0.0,1,1
Fe1Te0.5Se0.5,2774.0,13.0,0,1
Fe1Te0.65Se0.35,8741.0,15.0,0,1
Fe1Te0.67Se0.33,5964.0,14.0,0,1
Fe1Te0.6Se0.4,739.0,11.0,0,1
Fe1Te0.75S0.25,9351.0,7.28,0,1
Fe1Te0.82,2970.0,0.0,0,1
Fe1Te0.8S0.2,1299.0,4.5,0,1
Fe1Te0.975Se0.025,8165.0,0.0,0,1
Fe1Te0.9S0.1,9566.0,10.0,0,1
Fe1Te0.9Se0.1,3617.0,9.6,0,1
Fe1Te1,7212.666666666667,0.0,0,1
Fe1U6,8016.5,3.88,0,0
Fe1Zr2,3583.5,0.17,0,0
Fe22U78,5987.0,0.98,0,0
Fe2As2Ca4Sc2.01Ti0.99O7.5,8739.0,31.0,0,1
Fe2As2Ca5Mg0.8Ti3.2O9.8,2566.0,39.0,0,1
Fe2As2Ca5Sc2Ti2O10,4285.0,36.0,0,1
Fe2As2Ca5Sc2Ti2O10.5,4712.0,33.0,0,1
Fe2As2Sr4Mg0.6Ti1.4O6,4286.0,29.0,0,1
Fe2As2Sr4Mg0.9Ti1.1O6,3284.0,23.5,0,1
Fe2As2Sr4Sc1.5Ti1.5O8,2332.0,22.0,0,1
Fe2As2Sr4Sc2O6,6533.0,0.0,0,1
Fe2P1,7595.0,0.0,0,1
Fe2Te3,6072.0,0.0,0,1
Fe2Zr1,983.0,0.0,0,0
Fe3Re2,7582.0,6.55,0,0
Fe3Th7,1944.0,1.975,0,0
Fe5Si2V3,6025.0,0.0,0,1
Fe9.92Ga25V65.08,7302.0,4.65,0,0
Ga0.01Sn0.99,9553.0,3.726,0,0
Ga0.02Sn0.98,3211.0,3.726,0,0
Ga0.15Nb3Sb0.15Sn0.7,1719.0,16.89,0,0
Ga0.19Nb0.81,8784.0,13.3,0,0
Ga0.1Nb1Se2,8390.0,2.7,0,0
Ga0.1Pb0.9,260.0,6.33,0,0
Ga0.205V0.795,2494.0,9.7,0,0
Ga0.245Nb0.755,256.0,20.2,0,0
Ga0.251Nb0.749,5406.0,19.9,0,0
Ga0.255V0.745,9503.0,13.9,0,0
Ga0.296V0.704,2858.0,12.1,0,0
Ga0.3In0.7La3,1001.0,9.25,0,0
Ga0.3V2Al20,6852.0,1.6,0,0
Ga0.45V0.55,9134.0,0.0,0,0
Ga0.4Nb0.6,1569.0,20.3,0,0
Ga0.58Sb0.42,3455.0,1.17,0,0
Ga0.5Ge0.5Nb3,1802.0,7.3,0,0
Ga0.8Ge0.2V3,7959.0,13.6,0,0
Ga0.9Sr2Y0.6Ca0.4Cu2.1O7,3308.0,41.0,1,0
Ga1,450.0,4.4555,0,0
Ga1La1,9537.0,0.0,0,0
Ga1Lu3,1772.0,0.0,0,0
Ga1N1,3241.0,5.85,0,0
Ga1Nb3,5509.0,17.76,0,0
Ga1Pt1,3014.0,1.74,0,0
Ga1Sb1,4086.0,4.2,0,0
Ga1Si1V3,882.0,18.6,0,0
Ga1Sr1.8Ca0.2Yb0.8Ca0.4Cu2O6.984,1469.0,0.0,1,0
Ga1Sr2Ca3Cu4O10.9,4741.0,100.0,1,0
Ga1Sr2Ca3Cu4O11.,4550.0,107.0,1,0
Ga1Sr2Y0.8Ca0.2Cu2O7,5438.0,0.0,1,0
Ga1Sr2Y1Cu2O7,1931.0,0.0,1,0
Ga1V1,8266.0,16.45,0,0
Ga1V1.95,4494.0,5.3,0,0
Ga1Y3,6503.0,0.0,0,0
Ga20.5V79.5,9131.0,9.7,0,0
Ga24.8V75.2,749.0,15.1,0,0
Ga25Mn14V61,632.0,4.22,0,0
Ga25Mn4.92V70.08,9941.0,10.1,0,0
Ga25V75,9473.0,15.3,0,0
Ga26.5V73.5,2559.0,13.6,0,0
Ga2Ta3,5243.0,0.0,0,0
Ga3Lu1,9015.5,2.25,0,0
Ga3Ti1,5436.0,0.0,0,0
Ga3Zr1,4141.666666666667,0.45999999999999996,0,0
Ga41Mo8,306.0,9.7,0,0
Ga4Mn0.01Mo0.99,1777.0,4.0,0,0
Ga4Mo1,4642.0,7.98,0,0
Ga6Tb1,7896.0,5.0,0,0
Ga7Pt3,7603.0,2.9,0,0
Ga9Ir2,2870.0,2.25,0,0
Ga9Rh2,7144.0,1.9249999999999998,0,0
Gd0.001Nb0.999,347.0,9.18,0,0
Gd0.001Th0.999,8702.0,1.11,0,0
Gd0.01La0.99,2447.0,0.6,0,0
Gd0.01Nb0.99,3915.0,9.19,0,0
Gd0.05Sm1.8Ce0.15Cu1O4,8243.0,19.1,1,0
Gd0.07Pr1.78Ce0.15Cu1O4,7860.0,17.4,1,0
Gd0.09Ls0.91Os2,5126.0,6.0,0,0
Gd0.12Pr1.73Ce0.15Cu1O4,3235.0,15.8,1,0
Gd0.1La1.7Sr0.2Cu1O4,3829.0,30.0,1,0
Gd0.1Pr0.9Ba2Cu3O7,7113.0,0.0,1,0
Gd0.35La1.5Ce0.15Cu1O4,4949.0,0.0,1,0
Gd0.45Ca0.4Hf0.15Ba2Cu3O7.08,7599.0,71.9,1,0
Gd0.55Ca0.3Mo0.15Ba2Cu3O6.626,7148.0,80.7,1,0
Gd0.5Nd1.35Ce0.15Cu1O4,667.0,14.3,1,0
Gd0.5Pr0.5Ba2Cu3O7,7066.0,0.0,1,0
Gd0.65Ca0.2Mo0.15Ba2Cu3O6.818,3084.0,84.1,1,0
Gd0.65La1.2Ce0.15Cu1O4,2434.0,0.0,1,0
Gd0.6Ca0.25Mo0.15Ba2Cu3O6.761,7675.0,83.7,1,0
Gd0.6Pr0.4Ba2Cu3O6.95,8061.0,11.2,1,0
Gd0.71Pr1.14Ce0.15Cu1O4,6111.0,8.1,1,0
Gd0.75Ca0.1Mo0.15Ba2Cu3O6.671,2934.0,75.1,1,0
Gd0.85Mo0.15Ba2Cu3O6.855,1145.0,59.2,1,0
Gd0.85Pr0.15Ba2Cu3O7,7221.0,67.9,1,0
Gd0.8Pr0.2Ba2Cu3O7,992.0,57.7,1,0
Gd0.922Pr0.078Ba2Cu3O7,813.0,84.0,1,0
Gd0.95Hf0.05Ba2Cu3O6.91,3680.0,86.9,1,0
Gd0.95Mo0.05Ba2Cu3O6.948,361.0,82.4,1,0
Gd0.97Pr0.03Ba2Cu3O7,207.0,93.1,1,0
Gd0.99Ca0.01Ba1Sr1Cu3O6.9198,6097.0,70.5,1,0
Gd1.05Ba1.95Cu3O6.94,4733.0,85.0,1,0
Gd1.15Ba1.85Cu3O6.99,2772.0,48.0,1,0
Gd1.1Ba1.9Cu3O7,7335.0,93.0,1,0
Gd1.1Nd0.75Ce0.15Cu1O4,5756.0,0.0,1,0
Gd1.1Sm0.75Ce0.15Cu1O4,5606.0,0.0,1,0
Gd1.2Ba1.8Cu3O7.03,8265.0,42.0,1,0
Gd1.4Ce0.6Sr2Cu2Ti1O10,1730.0,11.0,1,0
Gd1.4Ce0.6Sr2Ru0.99Mn0.01Cu2O10,3393.0,0.0,1,0
Gd1.55Pr0.3Ce0.15Cu1O4,1428.0,0.0,1,0
Gd1.65La0.2Ce0.15Cu1O4,2620.0,0.0,1,0
Gd1.65Nd0.2Ce0.15Cu1O4,5020.0,0.0,1,0
Gd1.75Pr0.1Ce0.15Cu1O4,5032.0,0.0,1,0
Gd1.83Ca0.17Cu1O3.98,8627.0,0.0,1,0
Gd1.85Ce0.15Cu1O4,7821.666666666667,0.0,1,0
Gd1.8Pr0.05Ce0.15Cu1O4,6470.0,0.0,1,0
Gd1Ba1.5Pr0.5Cu3O6.96,7268.0,0.0,1,0
Gd1Ba1.5Sr0.5Cu3O6.63,8401.5,17.0,1,0
Gd1Ba1.5Sr0.5Cu3O6.72,7133.0,32.0,1,0
Gd1Ba1.5Sr0.5Cu3O6.93,2182.0,89.0,1,0
Gd1Ba1.6Pr0.4Cu3O6.99,1010.0,0.0,1,0
Gd1Ba1.75Pr0.25Cu3O7.06,8055.0,39.2,1,0
Gd1Ba1.85Pr0.15Cu3O7.09,8628.0,55.8,1,0
Gd1Ba2Cu3H0.43O6.89,4708.0,82.0,1,0
Gd1Ba2Cu3H1.68O6.89,1862.0,0.0,1,0
Gd1Ba2Cu3O6.52,994.0,0.0,1,0
Gd1Ba2Cu3O6.758,6691.0,92.0,1,0
Gd1Ba2Cu3O6.8,9262.0,81.0,1,0
Gd1Ba2Cu3O6.9,8474.0,92.0,1,0
Gd1Ba2Cu3O7.08,2744.0,93.8,1,0
Gd1Ba2Cu4O8,2131.0,74.03333333333335,1,0
Gd1Fe0.67Ir0.33As1O1,1069.0,0.0,0,1
Gd1Fe0.95Ir0.05As1O1,6752.0,0.0,0,1
Gd1Fe1As1F0.17O0.83,7583.0,22.0,0,1
Gd1Fe1As1H0.1O0.9,6770.0,56.2,0,1
Gd1Fe1As1O0.85,9260.0,53.5,0,1
Gd1Fe2Ge2,5657.0,0.0,0,0
Gd1Nd0.85Ce0.15Cu1O4,6643.0,5.9,1,0
Gd1Ni2B2C1,2572.0,0.0,0,0
Gd1Os4P12,1673.0,0.0,0,0
Gd1Ru2,6294.0,0.0,0,0
Gd1Sm1Ni2,4611.0,4.5,0,0
Gd1Sn3,9454.0,0.0,0,0
Gd1Sr1.8Ba0.2Cu4O8,7240.0,73.1,1,0
Gd1Sr2Ru0.95Cu2.05O8,7933.0,26.05,1,0
Gd1Sr2Ru0.9Cu2.1O8,123.0,37.75,1,0
Gd1Sr2Ru1Cu2O8,9672.0,16.45,1,0
Gd1Th3.4Ru0.6B4,3060.0,0.0,0,0
Gd2Ba1Cu1O5,4821.0,0.0,1,0
Gd2Cu1O4,5381.0,0.0,1,0
Gd2Fe3Si5,7198.0,0.0,0,1
Gd2Rh3Si5,2568.0,0.0,0,0
Gd3Ni1,9525.0,0.0,0,0
Ge0.02Nb0.98,5028.0,5.2,0,0
Ge0.15Nb3Pb0.15Sn0.7,9305.0,17.82,0,0
Ge0.18Nb0.82,3606.5,6.085,0,0
Ge0.1Si0.9V3,5929.0,14.4,0,0
Ge0.21V0.79,5759.0,6.4,0,0
Ge0.25V0.75,3930.0,6.5,0,0
Ge0.2La0.8,3598.0,5.1,0,0
Ge0.3Cu0.7Sr2Ca3Cu4O11.05,8951.0,7.0,1,0
Ge0.3Sb0.7,7643.0,3.3,0,0
Ge0.4Cu0.6Sr2Ca1.8Y0.2Cu3O9.3,5414.0,81.0,1,0
Ge0.5Cu0.5Sr2Ca1.7Y0.3Cu3O9.3,5801.0,73.0,1,0
Ge0.5Cu0.5Sr2Ca1.9Y0.1Cu3O9.3,8929.0,81.5,1,0
Ge0.5Nb3Sn0.5,9345.0,11.3,0,0
Ge0.5Pt0.5,7042.0,1.4,0,0
Ge0.7Mo1,9168.0,1.2,0,0
Ge0.937Te1,8345.0,0.311,0,0
Ge0.95Te1,594.0,0.246,0,0
Ge0.963Te1,2225.0,0.171,0,0
Ge0.976Te1,9799.0,0.071,0,0
Ge1,6731.5,2.675,0,0
Ge1.62Y1,4378.0,2.4,0,0
Ge1.78La1,6585.0,1.57,0,0
Ge1.81La1,5654.0,2.17,0,0
Ge1H0.005V3,5399.0,5.8,0,0
Ge1Mo3,6053.0,1.45,0,0
Ge1P1,2156.0,4.2,0,0
Ge1Pd1,6355.0,0.0,0,0
Ge1Rh1,4983.5,0.48,0,0
Ge1Te1,3051.6666666666665,0.18000000000000002,0,0
Ge1U7,1757.0,1.4,0,0
Ge1V3,2919.0,7.075,0,0
Ge1Y1,5394.0,0.0,0,0
